"Org1"	"Org2"	"corr_val"	"q_val"	"p_val"	"Organism1"	"Organism2"	"abscorr"	"corrvalround"	"corrvalposneg"
"Parabacteroides unclassified"	"Alistipes shahii"	-0.10478047963206	0.429787270331467	0.0114116011042365	"P. unclassified"	"A. shahii"	0.10478047963206	-0.1	"Neg"
"Roseburia inulinivorans"	"Alistipes shahii"	-0.083593377980109	0.842093308654295	0.034283869046883	"R. inulinivorans"	"A. shahii"	0.083593377980109	-0.08	"Neg"
"Subdoligranulum unclassified"	"Alistipes shahii"	0.240562258443218	0.095712776543691	0.00114360346583537	"S. unclassified"	"A. shahii"	0.240562258443218	0.24	"Pos"
"Alistipes onderdonkii"	"Bacteroides caccae"	0.13966248423594	0.609798586704406	0.0221279942378061	"A. onderdonkii"	"B. caccae"	0.13966248423594	0.14	"Pos"
"Alistipes putredinis"	"Bacteroides caccae"	0.19326238860789	0.143231231152919	0.00247197523628701	"A. putredinis"	"B. caccae"	0.19326238860789	0.19	"Pos"
"Bacteroides stercoris"	"Bacteroides caccae"	0.113979048398881	0.399899635531724	0.010087130693641	"B. stercoris"	"B. caccae"	0.113979048398881	0.11	"Pos"
"Faecalibacterium prausnitzii"	"Bacteroides caccae"	-0.139278039326862	0.55236746706124	0.0156440735708131	"F. prausnitzii"	"B. caccae"	0.139278039326862	-0.14	"Neg"
"Parabacteroides merdae"	"Bacteroides caccae"	0.152388057217398	0.733115690048395	0.0291982489789794	"P. merdae"	"B. caccae"	0.152388057217398	0.15	"Pos"
"Ruminococcus bromii"	"Bacteroides caccae"	-0.117545991097208	0.575112691317657	0.0183242931832005	"R. bromii"	"B. caccae"	0.117545991097208	-0.12	"Neg"
"Bacteroides fragilis"	"Bacteroides dorei"	0.164424811553161	0.225162273003719	0.00418491554875972	"B. fragilis"	"B. dorei"	0.164424811553161	0.16	"Pos"
"Bacteroides ovatus"	"Bacteroides dorei"	0.111545178217504	0.432318722870928	0.0110961883951909	"B. ovatus"	"B. dorei"	0.111545178217504	0.11	"Pos"
"Bifidobacterium adolescentis"	"Bacteroides dorei"	-0.120556498209155	0.874670576923088	0.0371584452513384	"B. adolescentis"	"B. dorei"	0.120556498209155	-0.12	"Neg"
"Prevotella copri"	"Bacteroides dorei"	-0.146698544510653	0.622702573742879	0.02287181012172	"P. copri"	"B. dorei"	0.146698544510653	-0.15	"Neg"
"Bacteroides massiliensis"	"Bacteroides eggerthii"	0.30008447458615	0.00441227477774032	9.76279879249408e-06	"B. massiliensis"	"B. eggerthii"	0.30008447458615	0.3	"Pos"
"Bacteroides plebeius"	"Bacteroides eggerthii"	-0.10619547898182	0.680745797643748	0.0259074819405807	"B. plebeius"	"B. eggerthii"	0.10619547898182	-0.11	"Neg"
"Eubacterium rectale"	"Bacteroides eggerthii"	-0.132632270169908	0.458690719774838	0.0125850059982549	"E. rectale"	"B. eggerthii"	0.132632270169908	-0.13	"Neg"
"Prevotella copri"	"Bacteroides eggerthii"	-0.154840930000027	0.0947962344345198	0.00125850262237424	"P. copri"	"B. eggerthii"	0.154840930000027	-0.15	"Neg"
"Alistipes putredinis"	"Bacteroides fragilis"	-0.11904191416052	0.631489797396428	0.0215178485900268	"A. putredinis"	"B. fragilis"	0.11904191416052	-0.12	"Neg"
"Bacteroides dorei"	"Bacteroides fragilis"	0.164424811553161	0.225162273003719	0.00418491554875972	"B. dorei"	"B. fragilis"	0.164424811553161	0.16	"Pos"
"Bacteroides massiliensis"	"Bacteroides fragilis"	-0.146766940578917	0.101980172317951	0.000902583772150219	"B. massiliensis"	"B. fragilis"	0.146766940578917	-0.15	"Neg"
"Bacteroides ovatus"	"Bacteroides fragilis"	0.214336338953674	0.106701880035653	0.00155821648720526	"B. ovatus"	"B. fragilis"	0.214336338953674	0.21	"Pos"
"Bacteroides plebeius"	"Bacteroides fragilis"	-0.0974624884094774	1.02557710415494	0.0453847659922085	"B. plebeius"	"B. fragilis"	0.0974624884094774	-0.1	"Neg"
"Bacteroides thetaiotaomicron"	"Bacteroides fragilis"	0.322801398455073	0.00480731322994324	6.38212724645404e-06	"B. thetaiotaomicron"	"B. fragilis"	0.322801398455073	0.32	"Pos"
"Bacteroides uniformis"	"Bacteroides fragilis"	0.155514753933745	0.252456828853921	0.00513909609034337	"B. uniformis"	"B. fragilis"	0.155514753933745	0.16	"Pos"
"Bacteroides vulgatus"	"Bacteroides fragilis"	0.170532834490017	0.0961528994247287	0.000978660374829325	"B. vulgatus"	"B. fragilis"	0.170532834490017	0.17	"Pos"
"Bifidobacterium adolescentis"	"Bacteroides fragilis"	-0.131945881747947	0.228731882943225	0.00445370210949793	"B. adolescentis"	"B. fragilis"	0.131945881747947	-0.13	"Neg"
"Escherichia unclassified"	"Bacteroides fragilis"	-0.0950065266750217	0.696163914533182	0.0271104024049185	"E. unclassified"	"B. fragilis"	0.0950065266750217	-0.1	"Neg"
"Parabacteroides unclassified"	"Bacteroides fragilis"	0.216995500416986	0.0982406047971395	0.00134770396188863	"P. unclassified"	"B. fragilis"	0.216995500416986	0.22	"Pos"
"Prevotella copri"	"Bacteroides fragilis"	-0.129048382106277	0.613731531189145	0.0219991164661272	"P. copri"	"B. fragilis"	0.129048382106277	-0.13	"Neg"
"Subdoligranulum unclassified"	"Bacteroides fragilis"	-0.114718582781842	0.401194666164332	0.00994225645420239	"S. unclassified"	"B. fragilis"	0.114718582781842	-0.11	"Neg"
"Bacteroides eggerthii"	"Bacteroides massiliensis"	0.30008447458615	0.00441227477774032	9.76279879249408e-06	"B. eggerthii"	"B. massiliensis"	0.30008447458615	0.3	"Pos"
"Bacteroides fragilis"	"Bacteroides massiliensis"	-0.146766940578917	0.101980172317951	0.000902583772150219	"B. fragilis"	"B. massiliensis"	0.146766940578917	-0.15	"Neg"
"Ruminococcus torques"	"Bacteroides massiliensis"	0.206230774508714	0.0510212151108209	0.000316097176768689	"R. torques"	"B. massiliensis"	0.206230774508714	0.21	"Pos"
"Subdoligranulum unclassified"	"Bacteroides massiliensis"	-0.113627247086712	0.846394261264064	0.0352080804156541	"S. unclassified"	"B. massiliensis"	0.113627247086712	-0.11	"Neg"
"Bacteroides dorei"	"Bacteroides ovatus"	0.111545178217504	0.432318722870928	0.0110961883951909	"B. dorei"	"B. ovatus"	0.111545178217504	0.11	"Pos"
"Bacteroides fragilis"	"Bacteroides ovatus"	0.214336338953674	0.106701880035653	0.00155821648720526	"B. fragilis"	"B. ovatus"	0.214336338953674	0.21	"Pos"
"Bacteroides thetaiotaomicron"	"Bacteroides ovatus"	0.237238061356329	0.00788804193719179	2.44348138432569e-05	"B. thetaiotaomicron"	"B. ovatus"	0.237238061356329	0.24	"Pos"
"Bacteroides vulgatus"	"Bacteroides ovatus"	0.141525620321475	0.0937981942953113	0.00116223591846446	"B. vulgatus"	"B. ovatus"	0.141525620321475	0.14	"Pos"
"Parabacteroides unclassified"	"Bacteroides ovatus"	0.230124676293907	0.0962584444236866	0.000937137471764646	"P. unclassified"	"B. ovatus"	0.230124676293907	0.23	"Pos"
"Prevotella copri"	"Bacteroides ovatus"	-0.175917876412395	0.094452650879466	0.00104495104272061	"P. copri"	"B. ovatus"	0.175917876412395	-0.18	"Neg"
"Ruminococcus torques"	"Bacteroides ovatus"	-0.0979653789681248	0.559481278247293	0.0163407233641302	"R. torques"	"B. ovatus"	0.0979653789681248	-0.1	"Neg"
"Subdoligranulum unclassified"	"Bacteroides ovatus"	-0.103615860147076	0.666375665347858	0.0250657000681481	"S. unclassified"	"B. ovatus"	0.103615860147076	-0.1	"Neg"
"Alistipes shahii"	"Bacteroides plebeius"	0.101488481941087	0.772136647308486	0.0310940535121356	"A. shahii"	"B. plebeius"	0.101488481941087	0.1	"Pos"
"Bacteroides eggerthii"	"Bacteroides plebeius"	-0.10619547898182	0.680745797643748	0.0259074819405807	"B. eggerthii"	"B. plebeius"	0.10619547898182	-0.11	"Neg"
"Bacteroides fragilis"	"Bacteroides plebeius"	-0.0974624884094774	1.02557710415494	0.0453847659922085	"B. fragilis"	"B. plebeius"	0.0974624884094774	-0.1	"Neg"
"Bifidobacterium adolescentis"	"Bacteroides plebeius"	-0.128530127309351	0.485217626403802	0.013527542350996	"B. adolescentis"	"B. plebeius"	0.128530127309351	-0.13	"Neg"
"Escherichia unclassified"	"Bacteroides plebeius"	-0.11215963763978	0.42813336938009	0.011557148603914	"E. unclassified"	"B. plebeius"	0.11215963763978	-0.11	"Neg"
"Roseburia inulinivorans"	"Bacteroides plebeius"	0.100557474875795	0.629729595009384	0.0217365437955118	"R. inulinivorans"	"B. plebeius"	0.100557474875795	0.1	"Pos"
"Alistipes onderdonkii"	"Bacteroides stercoris"	0.0865395132156078	0.429062282977561	0.0112024789026352	"A. onderdonkii"	"B. stercoris"	0.0865395132156078	0.09	"Pos"
"Alistipes putredinis"	"Bacteroides stercoris"	0.0760836968002702	0.552662187921348	0.0158969896855712	"A. putredinis"	"B. stercoris"	0.0760836968002702	0.08	"Pos"
"Bacteroides caccae"	"Bacteroides stercoris"	0.113979048398881	0.399899635531724	0.010087130693641	"B. caccae"	"B. stercoris"	0.113979048398881	0.11	"Pos"
"Bacteroides uniformis"	"Bacteroides stercoris"	0.129260400843859	0.0950402224597003	0.0010935095392278	"B. uniformis"	"B. stercoris"	0.129260400843859	0.13	"Pos"
"Bifidobacterium adolescentis"	"Bacteroides stercoris"	-0.177520140169017	0.117373318895987	0.00181793860898875	"B. adolescentis"	"B. stercoris"	0.177520140169017	-0.18	"Neg"
"Bifidobacterium longum"	"Bacteroides stercoris"	-0.125071258934609	0.842474213769061	0.0354178346483174	"B. longum"	"B. stercoris"	0.125071258934609	-0.13	"Neg"
"Parabacteroides merdae"	"Bacteroides stercoris"	0.271385385992205	0.00754579539154382	2.67138692299484e-05	"P. merdae"	"B. stercoris"	0.271385385992205	0.27	"Pos"
"Parabacteroides unclassified"	"Bacteroides stercoris"	0.0966328166518051	0.687776608617598	0.0264794181443706	"P. unclassified"	"B. stercoris"	0.0966328166518051	0.1	"Pos"
"Prevotella copri"	"Bacteroides stercoris"	-0.208739367431459	0.0619585779055864	0.000493532469330014	"P. copri"	"B. stercoris"	0.208739367431459	-0.21	"Neg"
"Roseburia inulinivorans"	"Bacteroides stercoris"	0.0687620993380737	1.013727371345	0.0439631732759608	"R. inulinivorans"	"B. stercoris"	0.0687620993380737	0.07	"Pos"
"Ruminococcus torques"	"Bacteroides stercoris"	-0.122523949782674	1.06670359079882	0.0486208744666587	"R. torques"	"B. stercoris"	0.122523949782674	-0.12	"Neg"
"Bacteroides fragilis"	"Bacteroides thetaiotaomicron"	0.322801398455073	0.00480731322994324	6.38212724645404e-06	"B. fragilis"	"B. thetaiotaomicron"	0.322801398455073	0.32	"Pos"
"Bacteroides ovatus"	"Bacteroides thetaiotaomicron"	0.237238061356329	0.00788804193719179	2.44348138432569e-05	"B. ovatus"	"B. thetaiotaomicron"	0.237238061356329	0.24	"Pos"
"Bacteroides uniformis"	"Bacteroides thetaiotaomicron"	0.179004929651705	0.149706189330804	0.00264997349993	"B. uniformis"	"B. thetaiotaomicron"	0.179004929651705	0.18	"Pos"
"Bacteroides vulgatus"	"Bacteroides thetaiotaomicron"	0.101584103001159	0.576191116165022	0.017848691441723	"B. vulgatus"	"B. thetaiotaomicron"	0.101584103001159	0.1	"Pos"
"Bifidobacterium adolescentis"	"Bacteroides thetaiotaomicron"	-0.14861554094933	0.101406549383818	0.00143601100148324	"B. adolescentis"	"B. thetaiotaomicron"	0.14861554094933	-0.15	"Neg"
"Parabacteroides unclassified"	"Bacteroides thetaiotaomicron"	0.403233077407261	0.00362548888463164	6.41753658383162e-06	"P. unclassified"	"B. thetaiotaomicron"	0.403233077407261	0.4	"Pos"
"Prevotella copri"	"Bacteroides thetaiotaomicron"	-0.163855128416469	0.173767062908386	0.00315277589239572	"P. copri"	"B. thetaiotaomicron"	0.163855128416469	-0.16	"Neg"
"Alistipes shahii"	"Bacteroides uniformis"	0.150611700045869	0.624932390571454	0.0218475081510538	"A. shahii"	"B. uniformis"	0.150611700045869	0.15	"Pos"
"Bacteroides fragilis"	"Bacteroides uniformis"	0.155514753933745	0.252456828853921	0.00513909609034337	"B. fragilis"	"B. uniformis"	0.155514753933745	0.16	"Pos"
"Bacteroides stercoris"	"Bacteroides uniformis"	0.129260400843859	0.0950402224597003	0.0010935095392278	"B. stercoris"	"B. uniformis"	0.129260400843859	0.13	"Pos"
"Bacteroides thetaiotaomicron"	"Bacteroides uniformis"	0.179004929651705	0.149706189330804	0.00264997349993	"B. thetaiotaomicron"	"B. uniformis"	0.179004929651705	0.18	"Pos"
"Bacteroides vulgatus"	"Bacteroides uniformis"	0.188326397640463	0.0257371212852114	0.000136673085478626	"B. vulgatus"	"B. uniformis"	0.188326397640463	0.19	"Pos"
"Bifidobacterium adolescentis"	"Bacteroides uniformis"	-0.144437337827564	0.838022703394183	0.0344889932176958	"B. adolescentis"	"B. uniformis"	0.144437337827564	-0.14	"Neg"
"Eubacterium rectale"	"Bacteroides uniformis"	-0.193389944396635	0.0639981585897538	0.000481457751698406	"E. rectale"	"B. uniformis"	0.193389944396635	-0.19	"Neg"
"Prevotella copri"	"Bacteroides uniformis"	-0.228609982267611	0.0112330372429238	4.47385075317903e-05	"P. copri"	"B. uniformis"	0.228609982267611	-0.23	"Neg"
"Alistipes putredinis"	"Bacteroides vulgatus"	-0.164341758942542	0.14517313776468	0.00244124655909589	"A. putredinis"	"B. vulgatus"	0.164341758942542	-0.16	"Neg"
"Bacteroides fragilis"	"Bacteroides vulgatus"	0.170532834490017	0.0961528994247287	0.000978660374829325	"B. fragilis"	"B. vulgatus"	0.170532834490017	0.17	"Pos"
"Bacteroides ovatus"	"Bacteroides vulgatus"	0.141525620321475	0.0937981942953113	0.00116223591846446	"B. ovatus"	"B. vulgatus"	0.141525620321475	0.14	"Pos"
"Bacteroides thetaiotaomicron"	"Bacteroides vulgatus"	0.101584103001159	0.576191116165022	0.017848691441723	"B. thetaiotaomicron"	"B. vulgatus"	0.101584103001159	0.1	"Pos"
"Bacteroides uniformis"	"Bacteroides vulgatus"	0.188326397640463	0.0257371212852114	0.000136673085478626	"B. uniformis"	"B. vulgatus"	0.188326397640463	0.19	"Pos"
"Bifidobacterium adolescentis"	"Bacteroides vulgatus"	-0.16805330037305	0.361665596642765	0.00880261427688964	"B. adolescentis"	"B. vulgatus"	0.16805330037305	-0.17	"Neg"
"Parabacteroides merdae"	"Bacteroides vulgatus"	0.164263568705817	0.297468641792642	0.00671356426345023	"P. merdae"	"B. vulgatus"	0.164263568705817	0.16	"Pos"
"Parabacteroides unclassified"	"Bacteroides vulgatus"	0.224715042701187	0.0650842062159314	0.000432024777600599	"P. unclassified"	"B. vulgatus"	0.224715042701187	0.22	"Pos"
"Prevotella copri"	"Bacteroides vulgatus"	-0.220921029972823	0.0261200707194513	0.000150265570501668	"P. copri"	"B. vulgatus"	0.220921029972823	-0.22	"Neg"
"Subdoligranulum unclassified"	"Bacteroides vulgatus"	-0.147919461243516	0.227914885734073	0.00453865308709995	"S. unclassified"	"B. vulgatus"	0.147919461243516	-0.15	"Neg"
"Bacteroides dorei"	"Bifidobacterium adolescentis"	-0.120556498209155	0.874670576923088	0.0371584452513384	"B. dorei"	"B. adolescentis"	0.120556498209155	-0.12	"Neg"
"Bacteroides fragilis"	"Bifidobacterium adolescentis"	-0.131945881747947	0.228731882943225	0.00445370210949793	"B. fragilis"	"B. adolescentis"	0.131945881747947	-0.13	"Neg"
"Bacteroides plebeius"	"Bifidobacterium adolescentis"	-0.128530127309351	0.485217626403802	0.013527542350996	"B. plebeius"	"B. adolescentis"	0.128530127309351	-0.13	"Neg"
"Bacteroides stercoris"	"Bifidobacterium adolescentis"	-0.177520140169017	0.117373318895987	0.00181793860898875	"B. stercoris"	"B. adolescentis"	0.177520140169017	-0.18	"Neg"
"Bacteroides thetaiotaomicron"	"Bifidobacterium adolescentis"	-0.14861554094933	0.101406549383818	0.00143601100148324	"B. thetaiotaomicron"	"B. adolescentis"	0.14861554094933	-0.15	"Neg"
"Bacteroides uniformis"	"Bifidobacterium adolescentis"	-0.144437337827564	0.838022703394183	0.0344889932176958	"B. uniformis"	"B. adolescentis"	0.144437337827564	-0.14	"Neg"
"Bacteroides vulgatus"	"Bifidobacterium adolescentis"	-0.16805330037305	0.361665596642765	0.00880261427688964	"B. vulgatus"	"B. adolescentis"	0.16805330037305	-0.17	"Neg"
"Bifidobacterium longum"	"Bifidobacterium adolescentis"	0.13556586973874	0.0971568568612388	0.00103187355380422	"B. longum"	"B. adolescentis"	0.13556586973874	0.14	"Pos"
"Parabacteroides unclassified"	"Bifidobacterium adolescentis"	-0.140149223092815	0.577318857621566	0.0186500666204639	"P. unclassified"	"B. adolescentis"	0.140149223092815	-0.14	"Neg"
"Roseburia inulinivorans"	"Bifidobacterium adolescentis"	-0.144148549540918	0.296079015732	0.00694424894878523	"R. inulinivorans"	"B. adolescentis"	0.144148549540918	-0.14	"Neg"
"Ruminococcus bromii"	"Bifidobacterium adolescentis"	0.0260619861989141	1.06234838779757	0.0479522421501046	"R. bromii"	"B. adolescentis"	0.0260619861989141	0.03	"Pos"
"Subdoligranulum unclassified"	"Bifidobacterium adolescentis"	0.0555537589988269	0.549403709668907	0.0165326428547777	"S. unclassified"	"B. adolescentis"	0.0555537589988269	0.06	"Pos"
"Alistipes putredinis"	"Bifidobacterium longum"	-0.125185354887719	0.619122121401665	0.021918361856229	"A. putredinis"	"B. longum"	0.125185354887719	-0.13	"Neg"
"Alistipes shahii"	"Bifidobacterium longum"	-0.0968090891419925	0.580393805796213	0.0182357194172896	"A. shahii"	"B. longum"	0.0968090891419925	-0.1	"Neg"
"Bacteroides stercoris"	"Bifidobacterium longum"	-0.125071258934609	0.842474213769061	0.0354178346483174	"B. stercoris"	"B. longum"	0.125071258934609	-0.13	"Neg"
"Bifidobacterium adolescentis"	"Bifidobacterium longum"	0.13556586973874	0.0971568568612388	0.00103187355380422	"B. adolescentis"	"B. longum"	0.13556586973874	0.14	"Pos"
"Parabacteroides merdae"	"Bifidobacterium longum"	-0.114502314985056	0.554447936055667	0.0164390742730496	"P. merdae"	"B. longum"	0.114502314985056	-0.11	"Neg"
"Prevotella copri"	"Bifidobacterium longum"	-0.133155350516388	0.590963566556177	0.0193523723095671	"P. copri"	"B. longum"	0.133155350516388	-0.13	"Neg"
"Alistipes shahii"	"Escherichia coli"	-0.0999249802052125	0.911285945536904	0.0391172387194934	"A. shahii"	"E. coli"	0.0999249802052125	-0.1	"Neg"
"Escherichia unclassified"	"Escherichia coli"	0.71311131608004	4.17786461477962e-30	1.84882645215777e-33	"E. unclassified"	"E. coli"	0.71311131608004	0.71	"Pos"
"Faecalibacterium prausnitzii"	"Escherichia coli"	-0.194549881442165	0.331322578135247	0.00791747272093852	"F. prausnitzii"	"E. coli"	0.194549881442165	-0.19	"Neg"
"Roseburia inulinivorans"	"Escherichia coli"	-0.114511977373589	0.627944290073385	0.0208412691832227	"R. inulinivorans"	"E. coli"	0.114511977373589	-0.11	"Neg"
"Alistipes onderdonkii"	"Escherichia unclassified"	0.16637978342336	0.296002687324526	0.00654948937669486	"A. onderdonkii"	"E. unclassified"	0.16637978342336	0.17	"Pos"
"Alistipes shahii"	"Escherichia unclassified"	-0.122561803003733	0.293890122955247	0.00676285565456589	"A. shahii"	"E. unclassified"	0.122561803003733	-0.12	"Neg"
"Bacteroides fragilis"	"Escherichia unclassified"	-0.0950065266750217	0.696163914533182	0.0271104024049185	"B. fragilis"	"E. unclassified"	0.0950065266750217	-0.1	"Neg"
"Bacteroides plebeius"	"Escherichia unclassified"	-0.11215963763978	0.42813336938009	0.011557148603914	"B. plebeius"	"E. unclassified"	0.11215963763978	-0.11	"Neg"
"Escherichia coli"	"Escherichia unclassified"	0.71311131608004	4.17786461477962e-30	1.84882645215777e-33	"E. coli"	"E. unclassified"	0.71311131608004	0.71	"Pos"
"Faecalibacterium prausnitzii"	"Escherichia unclassified"	-0.147140699263014	0.566563175981499	0.0172997257541236	"F. prausnitzii"	"E. unclassified"	0.147140699263014	-0.15	"Neg"
"Roseburia inulinivorans"	"Escherichia unclassified"	-0.0908904203136127	1.01874090897044	0.0446314220522954	"R. inulinivorans"	"E. unclassified"	0.0908904203136127	-0.09	"Neg"
"Bacteroides eggerthii"	"Eubacterium rectale"	-0.132632270169908	0.458690719774838	0.0125850059982549	"B. eggerthii"	"E. rectale"	0.132632270169908	-0.13	"Neg"
"Bacteroides uniformis"	"Eubacterium rectale"	-0.193389944396635	0.0639981585897538	0.000481457751698406	"B. uniformis"	"E. rectale"	0.193389944396635	-0.19	"Neg"
"Faecalibacterium prausnitzii"	"Eubacterium rectale"	0.178863602142624	0.00138253204470572	1.22362118014326e-06	"F. prausnitzii"	"E. rectale"	0.178863602142624	0.18	"Pos"
"Bacteroides caccae"	"Faecalibacterium prausnitzii"	-0.139278039326862	0.55236746706124	0.0156440735708131	"B. caccae"	"F. prausnitzii"	0.139278039326862	-0.14	"Neg"
"Escherichia coli"	"Faecalibacterium prausnitzii"	-0.194549881442165	0.331322578135247	0.00791747272093852	"E. coli"	"F. prausnitzii"	0.194549881442165	-0.19	"Neg"
"Escherichia unclassified"	"Faecalibacterium prausnitzii"	-0.147140699263014	0.566563175981499	0.0172997257541236	"E. unclassified"	"F. prausnitzii"	0.147140699263014	-0.15	"Neg"
"Eubacterium rectale"	"Faecalibacterium prausnitzii"	0.178863602142624	0.00138253204470572	1.22362118014326e-06	"E. rectale"	"F. prausnitzii"	0.178863602142624	0.18	"Pos"
"Parabacteroides unclassified"	"Faecalibacterium prausnitzii"	-0.133456772352953	1.03644270150699	0.0463242562401941	"P. unclassified"	"F. prausnitzii"	0.133456772352953	-0.13	"Neg"
"Roseburia inulinivorans"	"Faecalibacterium prausnitzii"	0.155067057899508	0.114585295448591	0.00187617090478629	"R. inulinivorans"	"F. prausnitzii"	0.155067057899508	0.16	"Pos"
"Ruminococcus bromii"	"Faecalibacterium prausnitzii"	0.154295412258737	0.0611745235850124	0.0004331440592958	"R. bromii"	"F. prausnitzii"	0.154295412258737	0.15	"Pos"
"Subdoligranulum unclassified"	"Faecalibacterium prausnitzii"	0.165910534960719	0.059083504292888	0.000496777171642261	"S. unclassified"	"F. prausnitzii"	0.165910534960719	0.17	"Pos"
"Alistipes putredinis"	"Parabacteroides merdae"	0.159150985506355	0.294958441372551	0.00626532856159273	"A. putredinis"	"P. merdae"	0.159150985506355	0.16	"Pos"
"Bacteroides caccae"	"Parabacteroides merdae"	0.152388057217398	0.733115690048395	0.0291982489789794	"B. caccae"	"P. merdae"	0.152388057217398	0.15	"Pos"
"Bacteroides stercoris"	"Parabacteroides merdae"	0.271385385992205	0.00754579539154382	2.67138692299484e-05	"B. stercoris"	"P. merdae"	0.271385385992205	0.27	"Pos"
"Bacteroides vulgatus"	"Parabacteroides merdae"	0.164263568705817	0.297468641792642	0.00671356426345023	"B. vulgatus"	"P. merdae"	0.164263568705817	0.16	"Pos"
"Bifidobacterium longum"	"Parabacteroides merdae"	-0.114502314985056	0.554447936055667	0.0164390742730496	"B. longum"	"P. merdae"	0.114502314985056	-0.11	"Neg"
"Roseburia inulinivorans"	"Parabacteroides merdae"	-0.0950912773380826	0.662818126700081	0.0246385670869573	"R. inulinivorans"	"P. merdae"	0.0950912773380826	-0.1	"Neg"
"Ruminococcus bromii"	"Parabacteroides merdae"	-0.14542651183296	0.1160256120268	0.00184840933232426	"R. bromii"	"P. merdae"	0.14542651183296	-0.15	"Neg"
"Alistipes putredinis"	"Parabacteroides unclassified"	-0.142486514577084	0.25331648030656	0.00526869534531335	"A. putredinis"	"P. unclassified"	0.142486514577084	-0.14	"Neg"
